BookingReference,CustomerID,BookingDate,Destination,ServiceType,TripType,NumberOfTravelers,Nights,BookingChannel,BookingAmount,Status
BK202312088560,TRVL000131,2023-12-08,"Los Angeles, USA",Flight Only,Round Trip,5,0,Website,5663.37,Confirmed
BK202312089916,TRVL000062,2023-12-08,"Istanbul, Turkey",Complete Package,One Way,2,21,Travel Agent,12545.75,Confirmed
BK202312088394,TRVL000924,2023-12-08,Iceland,Cruise,One Way,1,7,Phone,6399.96,Confirmed
BK202312088612,TRVL000904,2023-12-08,"New York, USA",Flight + Hotel,Round Trip,2,3,Travel Agent,3619.8,Confirmed
BK202312087844,TRVL000557,2023-12-08,"Prague, Czech Republic",Flight Only,Multi-City,2,0,Travel Agent,592.0,Confirmed
BK202312085722,TRVL000257,2023-12-08,"Bali, Indonesia",Hotel Only,Multi-City,2,3,Travel Agent,700.17,Confirmed
BK202312082923,TRVL000852,2023-12-08,"London, UK",Hotel Only,One Way,4,12,Travel Agent,2073.18,Confirmed
BK202312088328,TRVL000309,2023-12-08,"London, UK",Flight Only,Multi-City,1,0,Travel Agent,1432.08,Confirmed
BK202312081356,TRVL000024,2023-12-08,"Sydney, Australia",Hotel Only,One Way,2,5,Mobile App,1449.81,Confirmed
BK202312088631,TRVL000108,2023-12-08,"Cancun, Mexico",Flight Only,Multi-City,1,0,Mobile App,392.32,Confirmed
BK202312081876,TRVL000371,2023-12-08,"Tokyo, Japan",Cruise,One Way,2,20,Phone,4489.26,Cancelled
BK202312081782,TRVL000023,2023-12-08,"Paris, France",Hotel Only,Multi-City,2,17,Website,338.54,Confirmed
BK202312085753,TRVL001541,2023-12-08,"Dubai, UAE",Flight Only,Multi-City,1,0,Mobile App,629.75,Confirmed
BK202312082430,TRVL001827,2023-12-08,"Sydney, Australia",Flight Only,One Way,3,0,Phone,846.14,Confirmed
BK202312081566,TRVL000299,2023-12-08,Iceland,Complete Package,One Way,5,21,Email,35117.75,Confirmed
BK202312084430,TRVL000365,2023-12-08,"Paris, France",Complete Package,One Way,1,17,Website,8254.16,Confirmed
BK202312087448,TRVL000311,2023-12-08,"Miami, USA",Cruise,One Way,2,15,Phone,10486.79,Confirmed
BK202312085261,TRVL000768,2023-12-08,"Vienna, Austria",Flight + Hotel,Multi-City,2,2,Email,2050.74,Confirmed
BK202312088041,TRVL000938,2023-12-08,"Rome, Italy",Flight + Hotel,Multi-City,2,15,Mobile App,4886.01,Confirmed
BK202312097232,TRVL000054,2023-12-09,"London, UK",Hotel Only,Round Trip,1,12,Mobile App,291.17,Confirmed
BK202312091148,TRVL000317,2023-12-09,"Phuket, Thailand",Flight + Hotel,Multi-City,4,20,Phone,2604.14,Confirmed
BK202312093113,TRVL000318,2023-12-09,"Sydney, Australia",Flight + Hotel,Round Trip,1,7,Travel Agent,1289.57,Confirmed
BK202312095707,TRVL000158,2023-12-09,"Bangkok, Thailand",Complete Package,Round Trip,2,14,Mobile App,5075.53,Confirmed
BK202312095615,TRVL000059,2023-12-09,"Barcelona, Spain",Hotel Only,Multi-City,1,14,Phone,444.65,Confirmed
BK202312095816,TRVL000029,2023-12-09,"Vienna, Austria",Flight + Hotel,Round Trip,2,8,Mobile App,4918.41,Confirmed
BK202312094437,TRVL000047,2023-12-09,"Bangkok, Thailand",Complete Package,One Way,2,13,Mobile App,13538.48,Confirmed
BK202312095707,TRVL000683,2023-12-09,Singapore,Flight Only,Multi-City,2,0,Mobile App,1934.11,Confirmed
BK202312093910,TRVL001339,2023-12-09,Iceland,Flight Only,One Way,2,0,Phone,2360.75,Confirmed
BK202312094749,TRVL000027,2023-12-09,"Paris, France",Cruise,Multi-City,2,6,Website,10900.4,Confirmed
BK202312095691,TRVL000463,2023-12-09,"New York, USA",Complete Package,Multi-City,2,8,Website,13517.52,Confirmed
BK202312097446,TRVL000008,2023-12-09,"Tokyo, Japan",Complete Package,One Way,2,21,Phone,15975.39,Confirmed
BK202312091214,TRVL000703,2023-12-09,"Copenhagen, Denmark",Cruise,Multi-City,2,14,Mobile App,6749.37,Confirmed
BK202312093226,TRVL000386,2023-12-09,"Tokyo, Japan",Flight Only,Multi-City,4,0,Phone,3013.77,Confirmed
BK202312093470,TRVL000881,2023-12-09,"Cancun, Mexico",Hotel Only,Multi-City,2,20,Mobile App,1596.94,Confirmed
BK202312099744,TRVL001421,2023-12-09,"Miami, USA",Cruise,One Way,3,5,Email,16533.77,Confirmed
BK202312098319,TRVL000855,2023-12-09,Switzerland,Flight + Hotel,Round Trip,2,20,Phone,1566.44,Cancelled
BK202312098200,TRVL000944,2023-12-09,"Copenhagen, Denmark",Flight + Hotel,Round Trip,1,4,Website,1587.79,Cancelled
BK202312092143,TRVL000114,2023-12-09,"Prague, Czech Republic",Flight Only,One Way,5,0,Email,3376.54,Confirmed
BK202312093613,TRVL001314,2023-12-09,"Santorini, Greece",Flight Only,Round Trip,2,0,Website,2018.93,Confirmed
BK202312092957,TRVL000709,2023-12-09,"Vienna, Austria",Flight Only,One Way,3,0,Travel Agent,731.67,Confirmed
BK202312091129,TRVL000242,2023-12-09,"Paris, France",Hotel Only,Round Trip,2,12,Email,840.6,Confirmed
BK202312093499,TRVL000030,2023-12-09,"Amsterdam, Netherlands",Cruise,Multi-City,1,10,Mobile App,8245.02,Confirmed
BK202312091864,TRVL000026,2023-12-09,"Tokyo, Japan",Flight Only,Multi-City,2,0,Phone,1804.87,Confirmed
BK202312104937,TRVL000601,2023-12-10,"Miami, USA",Flight Only,Multi-City,2,0,Email,1216.46,Confirmed
BK202312104886,TRVL000359,2023-12-10,"Vienna, Austria",Hotel Only,Multi-City,2,21,Website,813.95,Confirmed
BK202312108814,TRVL000014,2023-12-10,"Paris, France",Flight Only,Multi-City,2,0,Phone,1665.07,Confirmed
BK202312106755,TRVL001849,2023-12-10,"Vienna, Austria",Flight Only,Round Trip,1,0,Phone,1094.71,Confirmed
BK202312102847,TRVL001282,2023-12-10,"Vienna, Austria",Flight + Hotel,One Way,1,21,Mobile App,1248.46,Confirmed
BK202312103220,TRVL000005,2023-12-10,"Copenhagen, Denmark",Complete Package,Multi-City,3,13,Website,21353.81,Confirmed
BK202312106114,TRVL000698,2023-12-10,"London, UK",Hotel Only,One Way,2,18,Phone,1010.56,Confirmed
BK202312109952,TRVL000479,2023-12-10,"Bangkok, Thailand",Complete Package,One Way,2,14,Website,12330.57,Confirmed
BK202312101462,TRVL001059,2023-12-10,"Copenhagen, Denmark",Hotel Only,Multi-City,1,15,Email,181.7,Confirmed
BK202312109177,TRVL000034,2023-12-10,Singapore,Flight Only,Multi-City,2,0,Mobile App,2541.43,Confirmed
BK202312101179,TRVL000744,2023-12-10,"Paris, France",Hotel Only,Round Trip,1,19,Phone,416.62,Confirmed
BK202312104560,TRVL000538,2023-12-10,"Dubai, UAE",Flight + Hotel,Multi-City,2,18,Email,3752.25,Confirmed
BK202312104020,TRVL000577,2023-12-10,"Los Angeles, USA",Complete Package,One Way,1,20,Travel Agent,2555.62,Confirmed
BK202312104358,TRVL000635,2023-12-10,"Paris, France",Complete Package,One Way,1,4,Website,2876.21,Confirmed
BK202312103954,TRVL000969,2023-12-10,"Santorini, Greece",Complete Package,Multi-City,3,10,Phone,7440.95,Confirmed
BK202312105816,TRVL000424,2023-12-10,"Bali, Indonesia",Flight Only,Multi-City,2,0,Mobile App,915.51,Confirmed
BK202312106892,TRVL000576,2023-12-10,"Sydney, Australia",Hotel Only,Round Trip,1,18,Website,560.68,Confirmed
BK202312107542,TRVL000026,2023-12-10,"Phuket, Thailand",Flight + Hotel,Round Trip,1,5,Mobile App,1812.55,Cancelled
BK202312102747,TRVL001151,2023-12-10,"Miami, USA",Cruise,Round Trip,2,9,Phone,12115.09,Confirmed
BK202312112467,TRVL000287,2023-12-11,"Los Angeles, USA",Complete Package,Multi-City,4,12,Mobile App,9079.91,Confirmed
BK202312114124,TRVL001063,2023-12-11,Iceland,Hotel Only,One Way,2,4,Website,319.16,Confirmed
BK202312114621,TRVL000028,2023-12-11,Singapore,Cruise,Multi-City,5,8,Email,46192.94,Confirmed
BK202312115146,TRVL000991,2023-12-11,"Prague, Czech Republic",Hotel Only,One Way,2,21,Travel Agent,861.26,Confirmed
BK202312117155,TRVL000590,2023-12-11,"Bali, Indonesia",Hotel Only,Round Trip,1,8,Website,462.37,Confirmed
BK202312117361,TRVL000335,2023-12-11,"Phuket, Thailand",Flight Only,Round Trip,2,0,Travel Agent,2068.94,Confirmed
BK202312113226,TRVL000521,2023-12-11,"Barcelona, Spain",Complete Package,Round Trip,2,6,Travel Agent,5216.33,Confirmed
BK202312113406,TRVL000057,2023-12-11,"Barcelona, Spain",Flight Only,One Way,1,0,Email,192.97,Cancelled
BK202312114567,TRVL000022,2023-12-11,"London, UK",Flight + Hotel,Round Trip,2,12,Travel Agent,3486.78,Confirmed
BK202312115377,TRVL001836,2023-12-11,"Rome, Italy",Flight Only,Multi-City,2,0,Mobile App,2248.64,Confirmed
BK202312117717,TRVL000242,2023-12-11,"Vienna, Austria",Complete Package,Round Trip,2,12,Mobile App,8882.65,Confirmed
BK202312115975,TRVL000856,2023-12-11,"Dubai, UAE",Flight + Hotel,One Way,3,5,Website,3467.88,Confirmed
BK202312115241,TRVL000343,2023-12-11,Iceland,Complete Package,Round Trip,2,18,Mobile App,7535.75,Confirmed
BK202312118552,TRVL000080,2023-12-11,"Istanbul, Turkey",Hotel Only,Multi-City,2,9,Website,492.35,Confirmed
BK202312113760,TRVL001684,2023-12-11,Maldives,Cruise,One Way,3,10,Travel Agent,36648.93,Confirmed
BK202312116405,TRVL000191,2023-12-11,"Barcelona, Spain",Cruise,Multi-City,2,13,Website,22103.12,Confirmed
BK202312113734,TRVL000165,2023-12-11,"Los Angeles, USA",Flight Only,One Way,1,0,Website,1200.01,Confirmed
BK202312116508,TRVL001848,2023-12-11,"Phuket, Thailand",Flight + Hotel,One Way,1,7,Phone,1433.8,Confirmed
BK202312116998,TRVL000248,2023-12-11,Maldives,Hotel Only,Round Trip,3,12,Website,2263.34,Confirmed
BK202312113883,TRVL000307,2023-12-11,"Bangkok, Thailand",Flight Only,One Way,3,0,Phone,680.85,Confirmed
BK202312114025,TRVL001659,2023-12-11,"Miami, USA",Flight Only,Round Trip,1,0,Travel Agent,1183.59,Confirmed
BK202312113450,TRVL000153,2023-12-11,Switzerland,Complete Package,Multi-City,3,2,Website,19168.15,Confirmed
BK202312112226,TRVL000745,2023-12-11,"Miami, USA",Flight + Hotel,One Way,2,7,Mobile App,1994.64,Confirmed
BK202312113511,TRVL000076,2023-12-11,"Berlin, Germany",Hotel Only,Round Trip,4,2,Email,851.88,Confirmed
BK202312114189,TRVL000138,2023-12-11,"Phuket, Thailand",Complete Package,Round Trip,2,13,Mobile App,3960.25,Confirmed
BK202312123750,TRVL001959,2023-12-12,"Rome, Italy",Flight Only,Round Trip,2,0,Mobile App,1085.12,Confirmed
BK202312123933,TRVL001997,2023-12-12,"Vienna, Austria",Hotel Only,One Way,1,10,Phone,311.2,Confirmed
BK202312125435,TRVL001259,2023-12-12,"Barcelona, Spain",Complete Package,One Way,4,19,Email,15237.92,Confirmed
BK202312123136,TRVL001042,2023-12-12,"Miami, USA",Flight Only,Round Trip,2,0,Email,826.88,Confirmed
BK202312127457,TRVL000048,2023-12-12,"Istanbul, Turkey",Flight + Hotel,Round Trip,2,11,Email,1180.82,Confirmed
BK202312126804,TRVL000372,2023-12-12,"Istanbul, Turkey",Flight Only,Round Trip,4,0,Mobile App,5003.63,Confirmed
BK202312124217,TRVL001925,2023-12-12,Singapore,Hotel Only,Round Trip,2,2,Phone,1258.01,Confirmed
BK202312127643,TRVL000002,2023-12-12,Singapore,Hotel Only,Multi-City,2,12,Travel Agent,493.31,Confirmed
BK202312124470,TRVL000349,2023-12-12,"Santorini, Greece",Hotel Only,Round Trip,2,7,Phone,291.33,Confirmed
BK202312124183,TRVL000911,2023-12-12,Maldives,Flight Only,Multi-City,1,0,Website,493.07,Confirmed
BK202312129932,TRVL001892,2023-12-12,"Barcelona, Spain",Hotel Only,Round Trip,2,14,Mobile App,733.09,Confirmed
BK202312129592,TRVL000136,2023-12-12,"Los Angeles, USA",Hotel Only,Round Trip,2,9,Mobile App,1432.76,Confirmed
BK202312129606,TRVL000914,2023-12-12,"Bali, Indonesia",Cruise,One Way,4,16,Mobile App,28415.95,Confirmed
BK202312125630,TRVL000007,2023-12-12,"Sydney, Australia",Hotel Only,Round Trip,1,9,Travel Agent,635.17,Confirmed
BK202312122278,TRVL000483,2023-12-12,"Los Angeles, USA",Cruise,Round Trip,4,18,Travel Agent,27539.66,Confirmed
BK202312124912,TRVL000014,2023-12-12,Maldives,Flight Only,Round Trip,3,0,Website,1034.12,Confirmed
BK202312125287,TRVL000049,2023-12-12,"Santorini, Greece",Hotel Only,Round Trip,2,12,Phone,855.73,Confirmed
BK202312126990,TRVL000048,2023-12-12,"Dubai, UAE",Cruise,Round Trip,2,4,Email,18266.79,Confirmed
BK202312123647,TRVL000061,2023-12-12,"New York, USA",Flight Only,Round Trip,2,0,Website,778.13,Confirmed
BK202312128049,TRVL000234,2023-12-12,Iceland,Complete Package,Multi-City,2,21,Website,15787.95,Confirmed
BK202312122767,TRVL000542,2023-12-12,"Bangkok, Thailand",Flight + Hotel,One Way,6,16,Email,10090.52,Confirmed
BK202312134243,TRVL001086,2023-12-13,Maldives,Cruise,Multi-City,2,6,Travel Agent,18375.0,Confirmed
BK202312134326,TRVL000901,2023-12-13,"London, UK",Hotel Only,Multi-City,1,6,Website,116.76,Confirmed
BK202312139901,TRVL000001,2023-12-13,"Copenhagen, Denmark",Flight + Hotel,One Way,2,9,Travel Agent,2963.63,Confirmed
BK202312139379,TRVL000941,2023-12-13,"Sydney, Australia",Complete Package,Round Trip,2,16,Email,14857.31,Cancelled
BK202312139411,TRVL000148,2023-12-13,"Los Angeles, USA",Flight Only,Round Trip,2,0,Travel Agent,1264.07,Confirmed
BK202312139868,TRVL001454,2023-12-13,"Rome, Italy",Complete Package,Round Trip,1,9,Mobile App,5225.17,Confirmed
BK202312137636,TRVL000073,2023-12-13,"Tokyo, Japan",Hotel Only,One Way,6,19,Phone,4000.02,Confirmed
BK202312137024,TRVL000770,2023-12-13,"Paris, France",Flight + Hotel,Multi-City,2,21,Email,3208.77,Confirmed
BK202312137023,TRVL000857,2023-12-13,"Santorini, Greece",Flight + Hotel,Round Trip,3,5,Email,7313.84,Confirmed
BK202312132990,TRVL000914,2023-12-13,"Sydney, Australia",Cruise,Multi-City,1,18,Email,4632.96,Confirmed
BK202312132886,TRVL000926,2023-12-13,"Paris, France",Flight + Hotel,Multi-City,3,2,Phone,4993.82,Confirmed
BK202312139094,TRVL000048,2023-12-13,"Los Angeles, USA",Complete Package,Round Trip,1,19,Phone,2292.25,Confirmed
BK202312131166,TRVL001474,2023-12-13,"Amsterdam, Netherlands",Flight Only,Round Trip,2,0,Website,1920.86,Confirmed
BK202312131445,TRVL000059,2023-12-13,"Paris, France",Cruise,One Way,2,15,Email,10205.05,Confirmed
BK202312145423,TRVL001562,2023-12-14,"Barcelona, Spain",Complete Package,Multi-City,4,7,Travel Agent,9762.62,Confirmed
BK202312143741,TRVL000050,2023-12-14,"Prague, Czech Republic",Cruise,Round Trip,2,5,Website,5177.0,Confirmed
BK202312147151,TRVL001019,2023-12-14,"Bangkok, Thailand",Cruise,Round Trip,2,18,Email,18413.78,Confirmed
BK202312144893,TRVL000077,2023-12-14,"Dubai, UAE",Complete Package,One Way,2,21,Mobile App,3447.97,Confirmed
BK202312144540,TRVL000232,2023-12-14,"Bangkok, Thailand",Complete Package,Multi-City,3,8,Website,15976.57,Confirmed
BK202312141452,TRVL000516,2023-12-14,Maldives,Complete Package,Multi-City,1,10,Mobile App,7211.3,Confirmed
BK202312147864,TRVL000886,2023-12-14,"Los Angeles, USA",Complete Package,Round Trip,1,15,Email,4912.5,Confirmed
BK202312145823,TRVL000079,2023-12-14,"Bali, Indonesia",Complete Package,Multi-City,2,11,Website,15246.21,Confirmed
BK202312148868,TRVL001318,2023-12-14,"Istanbul, Turkey",Flight + Hotel,One Way,3,6,Email,5516.92,Confirmed
BK202312143186,TRVL000425,2023-12-14,"New York, USA",Flight + Hotel,Round Trip,2,19,Travel Agent,5101.1,Confirmed
BK202312141657,TRVL000807,2023-12-14,"Santorini, Greece",Flight Only,Multi-City,4,0,Email,1639.92,Confirmed
BK202312145304,TRVL000113,2023-12-14,"Miami, USA",Cruise,Multi-City,3,11,Travel Agent,38947.71,Confirmed
BK202312147053,TRVL001290,2023-12-14,"Barcelona, Spain",Flight Only,Multi-City,5,0,Mobile App,6973.35,Confirmed
BK202312148944,TRVL000966,2023-12-14,Switzerland,Cruise,Multi-City,2,11,Website,18164.51,Confirmed
BK202312143549,TRVL001642,2023-12-14,"Amsterdam, Netherlands",Hotel Only,One Way,2,17,Travel Agent,548.88,Confirmed
BK202312142509,TRVL000138,2023-12-14,"Bangkok, Thailand",Hotel Only,Multi-City,2,12,Travel Agent,617.8,Confirmed
BK202312141078,TRVL000092,2023-12-14,"Cancun, Mexico",Flight + Hotel,One Way,2,8,Website,4957.79,Confirmed
BK202312145494,TRVL001143,2023-12-14,"Tokyo, Japan",Hotel Only,Multi-City,2,9,Travel Agent,424.38,Confirmed
BK202312142490,TRVL000075,2023-12-14,"Tokyo, Japan",Flight + Hotel,One Way,3,5,Phone,3814.38,Confirmed
BK202312145487,TRVL001509,2023-12-14,"Paris, France",Cruise,Round Trip,2,2,Email,12217.02,Confirmed
BK202312148276,TRVL000188,2023-12-14,"New York, USA",Hotel Only,Multi-City,2,4,Mobile App,1007.07,Confirmed
BK202312146753,TRVL000828,2023-12-14,"Berlin, Germany",Hotel Only,Round Trip,2,12,Travel Agent,1014.09,Confirmed
BK202312145266,TRVL000502,2023-12-14,"Prague, Czech Republic",Flight + Hotel,One Way,1,3,Website,2229.85,Confirmed
BK202312142433,TRVL000107,2023-12-14,"Tokyo, Japan",Flight + Hotel,Multi-City,1,18,Email,904.8,Confirmed
BK202312147454,TRVL000021,2023-12-14,Iceland,Complete Package,One Way,2,17,Travel Agent,8964.79,Confirmed
BK202312142334,TRVL001741,2023-12-14,"Copenhagen, Denmark",Complete Package,Multi-City,4,2,Travel Agent,9705.69,Confirmed
BK202312142555,TRVL001300,2023-12-14,"Dubai, UAE",Flight Only,Round Trip,2,0,Website,760.46,Confirmed
BK202312149405,TRVL000166,2023-12-14,"Santorini, Greece",Flight Only,One Way,1,0,Mobile App,945.15,Confirmed
BK202312141943,TRVL000169,2023-12-14,"Barcelona, Spain",Complete Package,Multi-City,2,15,Mobile App,13471.23,Confirmed
BK202312146918,TRVL000723,2023-12-14,"Miami, USA",Flight + Hotel,Multi-City,2,14,Travel Agent,1500.92,Confirmed
BK202312142469,TRVL000899,2023-12-14,"Sydney, Australia",Flight Only,Multi-City,1,0,Phone,256.78,Confirmed
BK202312149771,TRVL000409,2023-12-14,"Santorini, Greece",Hotel Only,Round Trip,1,10,Email,715.85,Confirmed
BK202312152096,TRVL001026,2023-12-15,"Tokyo, Japan",Complete Package,Round Trip,2,20,Mobile App,12315.36,Confirmed
BK202312159854,TRVL000604,2023-12-15,"Dubai, UAE",Flight + Hotel,One Way,1,20,Travel Agent,2523.47,Confirmed
BK202312151707,TRVL001979,2023-12-15,"London, UK",Flight + Hotel,One Way,3,16,Email,6234.73,Confirmed
BK202312159509,TRVL001643,2023-12-15,Iceland,Flight Only,One Way,2,0,Website,2682.83,Confirmed
BK202312152457,TRVL000208,2023-12-15,"Cancun, Mexico",Cruise,Round Trip,4,19,Website,42978.51,Confirmed
BK202312154153,TRVL001865,2023-12-15,"New York, USA",Complete Package,Multi-City,2,14,Website,7311.03,Confirmed
BK202312152902,TRVL000077,2023-12-15,Switzerland,Complete Package,Round Trip,2,6,Website,5874.36,Confirmed
BK202312153323,TRVL000680,2023-12-15,"Cancun, Mexico",Flight Only,Multi-City,1,0,Mobile App,1309.56,Confirmed
BK202312154131,TRVL001874,2023-12-15,"Vienna, Austria",Cruise,One Way,2,14,Phone,5738.61,Confirmed
BK202312154352,TRVL000922,2023-12-15,"Tokyo, Japan",Flight Only,Round Trip,1,0,Mobile App,1397.74,Confirmed
BK202312154057,TRVL001751,2023-12-15,"Cancun, Mexico",Flight Only,One Way,1,0,Email,1225.82,Confirmed
BK202312152500,TRVL000096,2023-12-15,"Santorini, Greece",Flight + Hotel,Multi-City,3,11,Website,6712.06,Confirmed
BK202312152381,TRVL001409,2023-12-15,"Phuket, Thailand",Cruise,One Way,1,21,Travel Agent,7448.66,Confirmed
BK202312158852,TRVL001597,2023-12-15,"Copenhagen, Denmark",Cruise,Round Trip,2,21,Mobile App,3846.2,Confirmed
BK202312156259,TRVL001850,2023-12-15,"Dubai, UAE",Complete Package,Multi-City,2,11,Email,11736.97,Confirmed
BK202312151726,TRVL001572,2023-12-15,"New York, USA",Flight Only,Round Trip,1,0,Phone,491.9,Confirmed
BK202312159691,TRVL000012,2023-12-15,"Phuket, Thailand",Flight Only,One Way,2,0,Mobile App,1558.38,Confirmed
BK202312155470,TRVL000008,2023-12-15,"Barcelona, Spain",Complete Package,Round Trip,2,12,Mobile App,11873.42,Confirmed
BK202312151996,TRVL001625,2023-12-15,"Paris, France",Hotel Only,Round Trip,2,10,Phone,373.12,Confirmed
BK202312157642,TRVL001031,2023-12-15,"Tokyo, Japan",Complete Package,Round Trip,2,16,Website,3810.63,Confirmed
BK202312164644,TRVL000032,2023-12-16,Singapore,Hotel Only,One Way,2,18,Travel Agent,745.18,Confirmed
BK202312164165,TRVL000402,2023-12-16,"Los Angeles, USA",Flight + Hotel,Round Trip,2,13,Mobile App,3496.86,Confirmed
BK202312163163,TRVL000576,2023-12-16,"Berlin, Germany",Hotel Only,One Way,3,14,Email,2175.81,Confirmed
BK202312162574,TRVL001907,2023-12-16,Switzerland,Flight + Hotel,Round Trip,3,20,Travel Agent,6023.07,Confirmed
BK202312161847,TRVL000938,2023-12-16,"London, UK",Complete Package,Round Trip,2,21,Mobile App,8557.34,Confirmed
BK202312165031,TRVL001156,2023-12-16,Switzerland,Flight Only,Multi-City,2,0,Email,3193.99,Confirmed
BK202312163016,TRVL000802,2023-12-16,"Prague, Czech Republic",Hotel Only,Multi-City,4,3,Travel Agent,2288.74,Confirmed
BK202312164005,TRVL000100,2023-12-16,"Paris, France",Flight + Hotel,Round Trip,4,7,Travel Agent,9386.63,Confirmed
BK202312167592,TRVL001018,2023-12-16,"Prague, Czech Republic",Hotel Only,One Way,2,8,Mobile App,1552.59,Confirmed
BK202312161861,TRVL001734,2023-12-16,"Berlin, Germany",Complete Package,Round Trip,1,11,Mobile App,4173.76,Confirmed
BK202312163731,TRVL000385,2023-12-16,"Prague, Czech Republic",Flight + Hotel,Round Trip,1,4,Mobile App,2763.56,Confirmed
BK202312167662,TRVL000880,2023-12-16,"Sydney, Australia",Flight Only,One Way,1,0,Phone,273.35,Confirmed
BK202312169981,TRVL001544,2023-12-16,"Prague, Czech Republic",Complete Package,One Way,1,11,Website,2828.26,Confirmed
BK202312168703,TRVL000496,2023-12-16,"Santorini, Greece",Flight + Hotel,One Way,1,6,Email,1807.16,Confirmed
BK202312169372,TRVL001607,2023-12-16,"Barcelona, Spain",Flight Only,One Way,6,0,Website,7914.58,Confirmed
BK202312169921,TRVL000760,2023-12-16,"Paris, France",Hotel Only,One Way,2,10,Mobile App,829.4,Confirmed
BK202312161718,TRVL000111,2023-12-16,"Rome, Italy",Hotel Only,Multi-City,1,18,Mobile App,222.94,Confirmed
BK202312166145,TRVL000025,2023-12-16,"Copenhagen, Denmark",Flight + Hotel,Multi-City,1,8,Email,2734.46,Confirmed
BK202312168639,TRVL000109,2023-12-16,"Barcelona, Spain",Cruise,One Way,1,13,Phone,2427.7,Confirmed
BK202312164669,TRVL001351,2023-12-16,"Vienna, Austria",Cruise,Multi-City,3,20,Mobile App,12414.22,Confirmed
